Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD1088,27,Female,High School,Engineering,Yes,10,3,Yes,Physics,Beginner,2,No,5,Low,Yes,Positive,Yes,Asia,Yes
STUD1092,27,Female,Postgraduate,Arts,Yes,8,2,Yes,Math,Intermediate,5,Yes,1,High,No,Negative,Yes,Oceania,Yes
STUD1096,27,Prefer not to say,Postgraduate,Arts,No,3,1,No,Biology,Advanced,3,Yes,5,High,Yes,Positive,No,Asia,Yes
STUD1109,27,Prefer not to say,Undergraduate,Arts,No,6,2,Yes,Biology,Beginner,5,Yes,5,High,Yes,Negative,Yes,Africa,Yes
STUD1125,27,Prefer not to say,Postgraduate,Science,Yes,7,3,Yes,Biology,Intermediate,4,Yes,5,Low,Yes,Positive,No,North America,No
STUD1143,27,Male,High School,Medicine,No,6,2,Yes,Economics,Advanced,4,Yes,2,Medium,No,Positive,No,North America,No
STUD1155,27,Prefer not to say,High School,Science,No,4,1,Yes,Computer Science,Advanced,2,No,5,High,No,Neutral,Yes,Asia,Yes
STUD1185,27,Non-binary,Undergraduate,Business,Yes,6,1,Yes,Physics,Beginner,4,Yes,5,Low,Yes,Positive,Yes,South America,Yes
STUD1211,27,Male,High School,Law,Yes,6,5,No,History,Advanced,3,No,4,Low,Yes,Positive,No,North America,No
STUD1240,27,Female,Undergraduate,Education,No,2,2,No,Physics,Intermediate,4,Yes,1,Low,No,Neutral,Yes,Asia,No
STUD1301,27,Non-binary,Postgraduate,Medicine,No,3,1,No,Economics,Intermediate,1,No,3,High,Yes,Neutral,Yes,North America,No
STUD1304,27,Non-binary,Undergraduate,Arts,Yes,0,5,No,Economics,Beginner,2,No,3,High,Yes,Negative,Yes,Asia,Yes
STUD1308,27,Male,Undergraduate,Science,Yes,9,4,No,Math,Advanced,3,Yes,3,Medium,No,Neutral,Yes,Oceania,No
STUD1343,27,Non-binary,High School,Arts,No,10,2,No,Economics,Beginner,4,Yes,3,Low,Yes,Positive,Yes,Africa,No
STUD1351,27,Prefer not to say,Undergraduate,Science,Yes,3,5,No,History,Advanced,2,Yes,5,High,No,Negative,No,Africa,Yes
STUD1376,27,Female,Undergraduate,Engineering,Yes,10,2,No,Biology,Advanced,1,Yes,5,Medium,Yes,Neutral,No,Europe,Yes
STUD1383,27,Male,High School,Arts,Yes,2,2,No,Math,Advanced,5,Yes,4,High,Yes,Positive,No,Africa,Yes
STUD1399,27,Non-binary,High School,Business,Yes,7,4,No,History,Intermediate,2,No,1,Low,Yes,Positive,Yes,Asia,No
STUD1439,27,Male,Postgraduate,Medicine,Yes,7,1,No,Biology,Intermediate,4,Yes,1,High,Yes,Negative,Yes,Europe,No
STUD1499,27,Male,High School,Law,Yes,5,3,No,Math,Intermediate,4,Yes,3,Low,Yes,Neutral,Yes,South America,Yes
STUD1511,27,Male,Postgraduate,Law,Yes,6,3,No,Art,Advanced,1,No,3,Medium,No,Neutral,No,Asia,No
STUD1515,27,Non-binary,Postgraduate,Engineering,Yes,1,1,No,Art,Intermediate,1,No,4,Low,No,Negative,No,Africa,No
STUD1547,27,Prefer not to say,Undergraduate,Business,No,2,5,No,Computer Science,Advanced,4,No,2,Low,Yes,Neutral,No,South America,Yes
STUD1564,27,Female,Postgraduate,Science,No,8,5,Yes,Economics,Advanced,2,Yes,1,High,Yes,Positive,No,Europe,No
STUD1620,27,Female,High School,Education,No,9,4,No,Biology,Advanced,3,Yes,4,Low,Yes,Positive,Yes,North America,No
STUD1637,27,Non-binary,Undergraduate,Education,No,7,2,No,Computer Science,Intermediate,3,No,5,High,Yes,Neutral,Yes,North America,Yes
STUD1663,27,Female,High School,Arts,Yes,1,3,No,Economics,Intermediate,1,Yes,2,Low,No,Neutral,Yes,South America,No
STUD1686,27,Male,High School,Law,No,2,3,Yes,Biology,Intermediate,4,Yes,3,Medium,No,Neutral,No,Europe,No
STUD1717,27,Female,Postgraduate,Engineering,Yes,10,4,Yes,Computer Science,Intermediate,4,Yes,5,Low,No,Neutral,Yes,South America,Yes
STUD1722,27,Non-binary,High School,Medicine,No,6,2,Yes,Physics,Beginner,5,No,5,Low,No,Neutral,Yes,Asia,Yes
STUD1730,27,Prefer not to say,Postgraduate,Business,Yes,2,3,Yes,Biology,Advanced,5,No,4,Medium,No,Neutral,No,North America,Yes
STUD1763,27,Non-binary,High School,Arts,Yes,3,5,No,Math,Beginner,3,No,5,Medium,Yes,Neutral,No,Africa,No
STUD1787,27,Non-binary,Postgraduate,Law,Yes,8,2,No,Art,Intermediate,2,Yes,4,Low,Yes,Negative,Yes,North America,Yes
STUD1791,27,Female,High School,Arts,Yes,5,4,No,Physics,Intermediate,5,No,2,Low,No,Negative,No,Asia,Yes
STUD1846,27,Male,High School,Medicine,Yes,0,3,No,Biology,Beginner,4,Yes,3,High,No,Neutral,Yes,Asia,No
STUD1864,27,Female,High School,Business,Yes,5,1,Yes,Art,Intermediate,5,No,4,Low,Yes,Neutral,No,Africa,Yes
STUD1866,27,Prefer not to say,Undergraduate,Engineering,No,1,2,No,Economics,Advanced,1,No,2,Medium,No,Negative,Yes,South America,Yes
STUD1876,27,Male,High School,Engineering,No,7,1,Yes,Physics,Intermediate,2,No,1,High,Yes,Negative,Yes,Europe,Yes
STUD1895,27,Female,High School,Engineering,Yes,4,4,Yes,Art,Intermediate,3,No,3,High,Yes,Negative,Yes,Asia,Yes
STUD1914,27,Male,High School,Medicine,Yes,8,3,Yes,Economics,Advanced,2,No,3,High,Yes,Neutral,Yes,Europe,Yes
STUD1932,27,Female,Postgraduate,Science,Yes,8,1,No,Physics,Intermediate,2,No,5,High,Yes,Positive,Yes,North America,Yes
STUD1935,27,Male,Postgraduate,Arts,No,4,5,No,Biology,Beginner,3,Yes,1,Low,Yes,Neutral,Yes,South America,Yes
STUD1984,27,Prefer not to say,Postgraduate,Arts,Yes,6,5,No,History,Intermediate,1,No,1,Medium,Yes,Neutral,Yes,Africa,Yes
STUD2008,27,Female,High School,Medicine,No,7,3,Yes,Biology,Advanced,4,No,3,Low,Yes,Positive,Yes,Oceania,No
STUD2009,27,Male,Undergraduate,Law,Yes,9,5,Yes,Art,Beginner,3,Yes,4,Low,No,Neutral,No,Africa,No
STUD2030,27,Female,Postgraduate,Engineering,Yes,3,3,No,Art,Intermediate,5,Yes,2,Medium,No,Neutral,No,Africa,Yes
STUD2038,27,Non-binary,Postgraduate,Business,Yes,3,2,Yes,Biology,Intermediate,2,Yes,5,High,No,Negative,Yes,Oceania,No
STUD2053,27,Female,Postgraduate,Medicine,Yes,8,5,No,History,Beginner,3,No,1,High,Yes,Negative,Yes,Asia,No
STUD2054,27,Female,Undergraduate,Education,Yes,2,4,No,Computer Science,Intermediate,3,No,1,High,Yes,Neutral,Yes,Africa,Yes
STUD2060,27,Prefer not to say,High School,Education,Yes,7,1,Yes,History,Beginner,5,No,4,Medium,No,Negative,Yes,Africa,Yes
STUD2077,27,Non-binary,High School,Education,Yes,2,5,Yes,Economics,Advanced,1,Yes,3,Low,No,Neutral,Yes,Oceania,No
STUD2090,27,Male,Undergraduate,Law,Yes,9,5,Yes,Economics,Intermediate,2,No,5,Medium,No,Neutral,No,Oceania,Yes
STUD2168,27,Female,High School,Business,Yes,8,1,No,History,Intermediate,5,Yes,2,Medium,No,Positive,Yes,Oceania,Yes
STUD2174,27,Male,Undergraduate,Science,No,4,4,No,Economics,Advanced,5,No,1,Low,No,Neutral,Yes,North America,No
STUD2185,27,Prefer not to say,Postgraduate,Engineering,Yes,6,4,Yes,Art,Advanced,3,Yes,2,Low,No,Positive,No,Asia,Yes
STUD2214,27,Female,Undergraduate,Business,Yes,1,2,No,Economics,Intermediate,3,Yes,1,Low,No,Neutral,Yes,South America,No
STUD2233,27,Prefer not to say,Postgraduate,Business,No,1,5,No,Computer Science,Advanced,4,Yes,5,Low,No,Positive,Yes,Africa,Yes
STUD2255,27,Non-binary,Undergraduate,Law,Yes,3,3,Yes,Math,Advanced,4,Yes,3,Low,Yes,Positive,Yes,Africa,No
STUD2262,27,Male,Undergraduate,Law,No,0,2,No,Biology,Beginner,2,Yes,5,Low,Yes,Negative,No,Oceania,No
STUD2271,27,Non-binary,High School,Medicine,Yes,9,1,Yes,Math,Intermediate,4,No,4,High,No,Negative,Yes,Europe,Yes
STUD2287,27,Female,High School,Engineering,No,1,3,No,History,Intermediate,4,Yes,1,Low,No,Positive,Yes,Oceania,Yes
STUD2304,27,Non-binary,High School,Medicine,No,10,2,No,History,Beginner,1,Yes,3,Medium,No,Positive,Yes,Asia,Yes
STUD2362,27,Female,High School,Medicine,No,8,3,Yes,Economics,Advanced,5,No,5,Low,Yes,Positive,Yes,Asia,Yes
STUD2381,27,Male,High School,Medicine,Yes,0,1,No,Biology,Beginner,3,No,4,Low,Yes,Positive,No,Europe,Yes
STUD2400,27,Non-binary,Undergraduate,Engineering,Yes,1,3,No,Art,Intermediate,2,No,4,Low,Yes,Negative,No,Europe,Yes
STUD2401,27,Prefer not to say,Undergraduate,Business,Yes,2,4,No,Physics,Advanced,1,Yes,4,High,Yes,Positive,No,North America,Yes
STUD2408,27,Prefer not to say,Postgraduate,Engineering,Yes,0,3,Yes,Economics,Beginner,5,Yes,3,Low,Yes,Positive,Yes,Europe,No
STUD2483,27,Female,Postgraduate,Medicine,Yes,6,1,No,Computer Science,Beginner,1,Yes,1,Medium,Yes,Neutral,Yes,Africa,Yes
STUD2497,27,Prefer not to say,High School,Law,Yes,8,4,No,Math,Beginner,5,No,2,Medium,No,Negative,No,South America,No
STUD2523,27,Male,Postgraduate,Education,Yes,5,2,Yes,Physics,Beginner,3,Yes,3,Medium,No,Positive,No,Asia,Yes
STUD2539,27,Male,High School,Education,Yes,7,1,Yes,Economics,Beginner,1,No,2,Medium,No,Positive,No,South America,No
STUD2545,27,Female,Postgraduate,Law,No,10,4,No,Computer Science,Beginner,5,No,2,High,Yes,Negative,No,North America,Yes
STUD2550,27,Male,Postgraduate,Medicine,Yes,9,2,Yes,Economics,Beginner,1,Yes,3,High,Yes,Neutral,Yes,Asia,Yes
STUD2557,27,Male,High School,Science,Yes,10,1,No,Art,Advanced,1,No,1,High,Yes,Positive,No,Africa,Yes
STUD2644,27,Male,Undergraduate,Engineering,No,5,3,Yes,Physics,Beginner,4,No,3,Medium,Yes,Neutral,No,Europe,Yes
STUD2675,27,Male,Undergraduate,Arts,Yes,3,5,No,Economics,Beginner,3,No,1,Low,Yes,Positive,Yes,Oceania,No
STUD2678,27,Non-binary,Undergraduate,Arts,No,4,5,Yes,Physics,Advanced,5,Yes,5,Low,No,Neutral,Yes,Oceania,No
STUD2728,27,Female,High School,Education,Yes,6,2,Yes,History,Beginner,2,Yes,2,Low,Yes,Negative,Yes,North America,Yes
STUD2752,27,Prefer not to say,Postgraduate,Education,No,0,3,Yes,Physics,Beginner,3,Yes,1,Low,No,Neutral,Yes,South America,No
STUD2762,27,Prefer not to say,High School,Arts,Yes,6,2,Yes,History,Advanced,1,No,5,High,Yes,Negative,Yes,Asia,Yes
STUD2769,27,Non-binary,Undergraduate,Medicine,Yes,7,5,No,Physics,Intermediate,3,No,5,Medium,No,Neutral,Yes,North America,No
STUD2770,27,Male,Postgraduate,Business,No,10,5,No,History,Intermediate,1,No,3,Medium,Yes,Negative,Yes,Asia,Yes
STUD2773,27,Male,High School,Medicine,No,5,2,No,History,Advanced,4,Yes,2,Low,Yes,Positive,Yes,South America,No
STUD2804,27,Non-binary,High School,Arts,No,0,4,Yes,Art,Advanced,1,No,2,Low,Yes,Negative,Yes,Africa,No
STUD2843,27,Non-binary,Undergraduate,Business,Yes,1,2,No,Art,Beginner,2,No,1,High,No,Neutral,Yes,Oceania,Yes
STUD2854,27,Non-binary,Postgraduate,Arts,No,9,1,No,Economics,Intermediate,1,Yes,5,Low,Yes,Positive,Yes,Asia,No
STUD2860,27,Non-binary,Postgraduate,Education,Yes,6,1,Yes,Art,Beginner,3,No,1,Low,No,Neutral,Yes,South America,No
STUD2861,27,Prefer not to say,High School,Medicine,Yes,8,3,No,History,Advanced,1,Yes,5,Low,Yes,Negative,Yes,North America,No
STUD2865,27,Prefer not to say,Undergraduate,Arts,Yes,0,2,No,Art,Advanced,2,Yes,2,Low,No,Negative,No,North America,No
STUD2874,27,Prefer not to say,High School,Business,Yes,5,4,Yes,Art,Advanced,4,Yes,3,Low,No,Neutral,Yes,Africa,No
STUD2876,27,Prefer not to say,Postgraduate,Science,No,8,4,Yes,Computer Science,Beginner,3,Yes,2,Medium,No,Positive,Yes,South America,No
STUD2886,27,Prefer not to say,Postgraduate,Science,No,5,2,Yes,Computer Science,Intermediate,4,Yes,3,High,No,Positive,No,Asia,No
STUD2914,27,Female,High School,Education,No,4,5,No,Biology,Intermediate,5,No,2,High,No,Neutral,Yes,Oceania,No
STUD2931,27,Female,Undergraduate,Medicine,Yes,5,2,Yes,Physics,Beginner,4,No,4,Low,No,Negative,No,Africa,No
STUD2979,27,Female,Postgraduate,Engineering,Yes,4,1,No,Physics,Intermediate,3,No,4,High,Yes,Neutral,No,Africa,No
STUD2993,27,Female,Undergraduate,Business,Yes,8,1,Yes,Physics,Beginner,5,Yes,4,Medium,Yes,Positive,Yes,Oceania,Yes
STUD3022,27,Non-binary,Undergraduate,Law,No,8,2,No,History,Beginner,2,No,5,Low,No,Neutral,Yes,North America,Yes
STUD3023,27,Female,High School,Science,No,3,4,Yes,Economics,Advanced,4,Yes,2,Medium,No,Negative,No,Africa,No
STUD3069,27,Female,Postgraduate,Law,No,2,2,No,Art,Advanced,1,Yes,5,Medium,Yes,Positive,No,South America,Yes
STUD3087,27,Prefer not to say,High School,Arts,Yes,1,1,Yes,Math,Beginner,1,Yes,3,Low,Yes,Neutral,No,Africa,No
STUD3094,27,Male,High School,Medicine,No,5,4,Yes,Economics,Intermediate,3,No,5,High,Yes,Neutral,No,Africa,No
STUD3099,27,Non-binary,Postgraduate,Law,Yes,4,3,No,Biology,Advanced,1,Yes,4,Medium,Yes,Neutral,No,Africa,No
STUD3116,27,Non-binary,Postgraduate,Arts,No,10,4,No,Biology,Intermediate,2,Yes,3,Medium,No,Neutral,No,South America,Yes
STUD3124,27,Male,High School,Education,No,5,2,No,Computer Science,Advanced,2,No,2,High,Yes,Positive,Yes,Asia,Yes
STUD3165,27,Female,High School,Medicine,No,1,5,No,Art,Beginner,2,No,4,Low,Yes,Negative,Yes,Oceania,No
STUD3176,27,Male,Undergraduate,Science,No,3,2,Yes,Computer Science,Advanced,1,No,3,High,Yes,Negative,No,North America,No
STUD3182,27,Male,Postgraduate,Business,No,6,2,No,Computer Science,Advanced,3,Yes,4,Low,No,Positive,Yes,Europe,No
STUD3183,27,Male,High School,Law,Yes,3,1,Yes,Computer Science,Intermediate,5,No,1,Low,No,Neutral,Yes,South America,No
STUD3184,27,Female,Postgraduate,Science,Yes,5,3,No,Physics,Advanced,4,Yes,3,High,Yes,Negative,Yes,Asia,No
STUD3198,27,Prefer not to say,Postgraduate,Law,No,2,5,Yes,Biology,Intermediate,4,No,2,High,Yes,Negative,Yes,Asia,No
STUD3212,27,Female,Undergraduate,Engineering,No,5,5,No,Computer Science,Beginner,5,Yes,2,Low,Yes,Positive,Yes,Africa,No
STUD3225,27,Male,High School,Business,No,7,4,Yes,Computer Science,Advanced,3,No,5,High,Yes,Neutral,Yes,South America,No
STUD3226,27,Non-binary,Undergraduate,Science,No,4,5,Yes,Physics,Beginner,5,No,1,High,No,Positive,No,South America,Yes
STUD3266,27,Non-binary,Postgraduate,Medicine,Yes,6,5,Yes,Art,Advanced,3,Yes,5,Low,Yes,Neutral,No,Europe,Yes
STUD3287,27,Prefer not to say,High School,Engineering,No,0,2,No,Economics,Intermediate,1,Yes,2,Medium,No,Neutral,Yes,Asia,No
STUD3304,27,Male,Undergraduate,Engineering,No,10,2,No,Computer Science,Intermediate,4,No,2,Medium,Yes,Positive,No,Oceania,Yes
STUD3348,27,Non-binary,Postgraduate,Business,No,1,1,Yes,History,Advanced,2,Yes,4,Medium,Yes,Positive,No,Europe,No
STUD3356,27,Male,Undergraduate,Business,No,6,1,No,Biology,Intermediate,1,Yes,3,Low,No,Positive,Yes,Asia,No
STUD3400,27,Prefer not to say,Postgraduate,Business,Yes,8,5,Yes,Art,Beginner,3,No,2,High,No,Positive,Yes,North America,No
STUD3429,27,Prefer not to say,Undergraduate,Engineering,No,9,2,No,History,Intermediate,2,Yes,5,High,Yes,Neutral,No,Europe,Yes
STUD3432,27,Non-binary,Postgraduate,Engineering,Yes,3,4,No,Economics,Beginner,2,No,1,High,No,Neutral,No,Asia,No
STUD3467,27,Non-binary,Undergraduate,Engineering,No,9,2,Yes,History,Intermediate,5,Yes,3,High,Yes,Negative,No,Asia,No
STUD3473,27,Prefer not to say,Postgraduate,Business,No,3,1,Yes,Economics,Beginner,4,Yes,5,Low,Yes,Neutral,No,North America,Yes
STUD3479,27,Female,High School,Business,No,6,1,Yes,Biology,Intermediate,2,No,5,Low,No,Positive,Yes,Oceania,Yes
STUD3492,27,Female,High School,Engineering,No,0,5,No,Economics,Beginner,1,No,2,Low,No,Neutral,No,Oceania,Yes
STUD3546,27,Prefer not to say,High School,Science,Yes,0,5,Yes,Physics,Beginner,5,No,1,High,Yes,Positive,Yes,South America,Yes
STUD3556,27,Female,High School,Medicine,Yes,8,5,No,Biology,Advanced,1,No,5,High,Yes,Negative,Yes,South America,Yes
STUD3566,27,Female,High School,Business,Yes,1,3,No,History,Intermediate,1,No,1,Medium,No,Neutral,No,South America,Yes
STUD3571,27,Non-binary,High School,Medicine,Yes,7,5,Yes,History,Beginner,4,No,4,High,Yes,Negative,No,Europe,Yes
STUD3579,27,Female,Postgraduate,Engineering,Yes,3,4,Yes,Math,Intermediate,4,No,1,High,Yes,Negative,No,South America,Yes
STUD3599,27,Prefer not to say,Undergraduate,Business,No,4,1,No,Math,Intermediate,4,No,1,High,Yes,Neutral,Yes,South America,No
STUD3612,27,Prefer not to say,High School,Arts,No,4,2,Yes,History,Beginner,1,Yes,4,Low,No,Positive,Yes,Africa,No
STUD3616,27,Male,Postgraduate,Science,No,1,1,No,History,Beginner,3,No,3,High,No,Positive,Yes,Asia,Yes
STUD3660,27,Female,High School,Education,Yes,0,4,No,Math,Advanced,3,No,5,Medium,No,Positive,No,Asia,No
STUD3662,27,Male,Undergraduate,Education,No,5,5,Yes,Art,Beginner,4,No,1,Low,Yes,Neutral,Yes,Oceania,Yes
STUD3669,27,Non-binary,High School,Medicine,Yes,0,1,No,Math,Intermediate,5,Yes,3,High,Yes,Neutral,Yes,Europe,No
STUD3705,27,Female,Postgraduate,Business,No,1,5,No,Physics,Advanced,1,No,2,Low,Yes,Neutral,Yes,Europe,Yes
STUD3719,27,Female,High School,Business,Yes,7,4,Yes,History,Advanced,1,No,4,Low,No,Negative,No,Europe,Yes
STUD3734,27,Male,Postgraduate,Engineering,Yes,2,2,No,Art,Advanced,1,Yes,3,Medium,Yes,Positive,Yes,North America,Yes
STUD3759,27,Non-binary,High School,Law,No,10,5,No,Computer Science,Advanced,4,Yes,1,Medium,No,Neutral,No,Oceania,No
STUD3776,27,Male,Postgraduate,Arts,No,10,1,Yes,Economics,Beginner,4,Yes,5,Low,No,Neutral,No,Oceania,Yes
STUD3791,27,Male,High School,Law,Yes,0,2,No,Physics,Intermediate,4,No,3,Low,Yes,Negative,No,Europe,No
STUD3819,27,Prefer not to say,Postgraduate,Education,Yes,4,5,No,Art,Intermediate,5,Yes,4,Low,No,Positive,No,Africa,No
STUD3849,27,Prefer not to say,Postgraduate,Law,Yes,0,4,No,Biology,Beginner,2,Yes,1,Medium,Yes,Neutral,Yes,Africa,No
STUD3866,27,Female,Undergraduate,Medicine,No,8,5,Yes,Math,Advanced,5,Yes,2,High,No,Negative,No,North America,Yes
STUD3899,27,Non-binary,High School,Arts,Yes,2,2,Yes,History,Intermediate,4,Yes,2,Medium,Yes,Positive,Yes,Africa,No
STUD3902,27,Female,High School,Law,No,10,1,Yes,Computer Science,Intermediate,3,Yes,5,Low,Yes,Neutral,Yes,Europe,No
STUD3906,27,Male,High School,Law,Yes,10,1,Yes,Art,Intermediate,2,Yes,4,High,Yes,Neutral,Yes,Asia,Yes
STUD3907,27,Prefer not to say,Undergraduate,Education,No,8,1,No,Economics,Beginner,3,No,2,Low,Yes,Positive,Yes,South America,Yes
STUD3913,27,Female,Undergraduate,Engineering,Yes,1,1,Yes,Art,Intermediate,3,Yes,2,High,No,Neutral,Yes,South America,Yes
STUD3917,27,Non-binary,Postgraduate,Medicine,Yes,2,1,No,Math,Beginner,4,No,5,High,Yes,Neutral,No,South America,Yes
STUD3927,27,Non-binary,Undergraduate,Business,No,3,1,No,Art,Advanced,1,Yes,1,Low,Yes,Negative,No,South America,No
STUD3969,27,Prefer not to say,High School,Medicine,No,2,1,No,History,Beginner,3,No,1,Medium,Yes,Negative,No,Europe,Yes
STUD3991,27,Male,Postgraduate,Science,No,2,4,No,Math,Beginner,3,Yes,2,Medium,No,Negative,Yes,Africa,No
STUD3998,27,Prefer not to say,Postgraduate,Law,No,2,3,Yes,Math,Intermediate,1,No,1,Low,No,Positive,No,Africa,Yes
STUD4001,27,Non-binary,Undergraduate,Business,Yes,9,4,Yes,Math,Advanced,5,No,5,High,Yes,Neutral,No,Asia,Yes
STUD4013,27,Prefer not to say,Postgraduate,Science,No,4,5,No,Computer Science,Advanced,2,Yes,1,High,No,Positive,Yes,Africa,No
STUD4044,27,Non-binary,High School,Arts,Yes,3,3,Yes,Physics,Intermediate,3,Yes,5,High,Yes,Negative,No,North America,Yes
STUD4058,27,Male,Undergraduate,Law,Yes,8,2,No,Computer Science,Beginner,2,No,5,Low,Yes,Positive,Yes,Europe,No
STUD4080,27,Non-binary,High School,Medicine,Yes,9,4,No,Math,Beginner,1,Yes,4,Medium,No,Neutral,No,Oceania,Yes
STUD4097,27,Male,High School,Medicine,No,0,1,No,Art,Advanced,4,Yes,3,Low,No,Negative,Yes,South America,Yes
STUD4100,27,Prefer not to say,Undergraduate,Arts,Yes,0,4,Yes,Math,Beginner,5,Yes,5,Low,No,Positive,Yes,Oceania,Yes
STUD4121,27,Female,High School,Arts,Yes,6,5,No,Math,Beginner,5,Yes,1,High,Yes,Negative,No,Europe,No
STUD4196,27,Prefer not to say,High School,Science,Yes,10,3,Yes,Art,Beginner,1,No,3,High,No,Neutral,No,North America,No
STUD4204,27,Prefer not to say,Undergraduate,Engineering,Yes,8,4,Yes,History,Intermediate,5,Yes,3,Low,Yes,Neutral,Yes,Europe,No
STUD4245,27,Prefer not to say,Undergraduate,Business,Yes,8,1,No,Physics,Intermediate,2,No,1,High,No,Positive,No,Africa,No
STUD4253,27,Female,High School,Education,No,7,5,No,Math,Intermediate,2,Yes,4,Medium,Yes,Positive,Yes,Oceania,No
STUD4297,27,Prefer not to say,High School,Science,No,8,2,No,Physics,Advanced,4,Yes,4,Low,Yes,Negative,Yes,Europe,Yes
STUD4324,27,Non-binary,Undergraduate,Law,No,6,1,Yes,Economics,Intermediate,1,Yes,1,High,No,Negative,Yes,Africa,No
STUD4341,27,Prefer not to say,Postgraduate,Medicine,No,2,5,Yes,Computer Science,Beginner,1,No,2,Low,Yes,Negative,Yes,Oceania,No
STUD4415,27,Prefer not to say,Undergraduate,Engineering,No,7,4,No,History,Advanced,3,No,3,High,No,Positive,Yes,Oceania,No
STUD4439,27,Male,Postgraduate,Arts,No,7,2,No,Economics,Beginner,2,Yes,4,Medium,Yes,Neutral,Yes,Asia,Yes
STUD4446,27,Male,Postgraduate,Education,No,5,1,No,Economics,Advanced,4,Yes,3,High,Yes,Negative,No,Africa,No
STUD4453,27,Female,Postgraduate,Science,Yes,1,4,No,History,Beginner,5,No,3,High,No,Positive,No,North America,Yes
STUD4545,27,Prefer not to say,High School,Law,No,1,3,Yes,Math,Beginner,1,No,5,Low,Yes,Neutral,Yes,South America,Yes
STUD4556,27,Female,Undergraduate,Arts,No,8,1,No,Biology,Intermediate,2,Yes,2,High,Yes,Positive,No,Asia,Yes
STUD4578,27,Male,Undergraduate,Arts,Yes,4,5,No,Biology,Beginner,3,No,4,High,No,Neutral,Yes,Europe,Yes
STUD4582,27,Male,Postgraduate,Law,No,0,1,No,Math,Beginner,3,Yes,3,Medium,Yes,Neutral,Yes,Europe,Yes
STUD4596,27,Female,Undergraduate,Medicine,Yes,9,3,No,Economics,Advanced,5,Yes,3,High,Yes,Negative,No,Oceania,No
STUD4607,27,Prefer not to say,High School,Law,Yes,5,3,Yes,Math,Advanced,5,Yes,4,Medium,Yes,Neutral,Yes,Africa,Yes
STUD4620,27,Non-binary,Undergraduate,Medicine,No,3,4,No,History,Advanced,1,No,5,Medium,No,Positive,Yes,Africa,Yes
STUD4633,27,Prefer not to say,Undergraduate,Law,Yes,3,5,No,Economics,Intermediate,5,No,4,High,Yes,Negative,No,Oceania,Yes
STUD4639,27,Prefer not to say,High School,Arts,No,9,5,Yes,Physics,Advanced,3,No,2,Medium,Yes,Negative,Yes,Europe,Yes
STUD4646,27,Prefer not to say,High School,Education,Yes,2,2,No,Economics,Advanced,3,No,5,Medium,No,Neutral,Yes,North America,No
STUD4652,27,Female,High School,Science,No,9,1,No,Art,Intermediate,2,No,3,Medium,Yes,Neutral,Yes,Oceania,No
STUD4678,27,Female,Undergraduate,Law,Yes,7,2,Yes,Biology,Advanced,2,No,4,Medium,No,Positive,No,North America,Yes
STUD4694,27,Prefer not to say,High School,Arts,Yes,4,3,Yes,Math,Beginner,5,No,1,Medium,No,Neutral,No,Europe,No
STUD4712,27,Female,High School,Arts,No,10,5,Yes,Economics,Intermediate,2,Yes,5,Medium,No,Positive,No,Oceania,No
STUD4735,27,Non-binary,Undergraduate,Engineering,Yes,3,4,No,Economics,Intermediate,5,No,4,Medium,No,Positive,Yes,Oceania,Yes
STUD4754,27,Non-binary,High School,Arts,No,1,1,No,Biology,Intermediate,2,No,3,High,Yes,Negative,Yes,Africa,No
